,0
19355,"Should I keep back my opinions at such a time, through fear of giving offense, I should consider myself as guilty of treason towards my country, and of an act of disloyalty toward the Majesty of Heaven, which I revere above all earthly kings."
19356,"It is in vain, sir, to extenuate the matter. Gentlemen may cry, “Peace! Peace!” — but there is no peace. The war is actually begun! The next gale that sweeps from the north will bring to our ears the clash of resounding arms! Our brethren are already in the field! Why stand we here idle? What is it that gentlemen wish? What would they have? Is life so dear, or peace so sweet, as to be purchased at the price of chains and slavery? Forbid it, Almighty God! I know not what course others may take; but as for me, give me liberty, or give me death!"
19357,"Guard with jealous attention the public liberty. Suspect everyone who approaches that jewel. Unfortunately, nothing will preserve it but downright force. Whenever you give up that force, you are inevitably ruined."
19358,"Are we at last brought to such humiliating and debasing degradation that we cannot be trusted with arms for our defense? Where is the difference between having our arms in possession and under our direction, and having them under the management of Congress? If our defense be the real object of having those arms, in whose hands can they be trusted with more propriety, or equal safety to us, as in our own hands?"
19359,"I know not what others may choose but, as for me, give me liberty or give me death."
19360,Fear is the passion of slaves.
19361,Human nature will never part with power. Look for an example of a voluntary relinquishment of power from one end of the globe to another - you will find none.
19362,"Show me that age and country where the rights and liberties of the people were placed on the sole chance of their rulers being good men, without a consequent loss of liberty?"
19363,The Bible is worth all the other books which have ever been printed.
19364,"Were my soul trembling on the wing of eternity, were this hand freezing to death, were my voice choking with the last struggle, I would still, with the last gasp of that voice, implore you to remember the truth: God has given America to be free."
19365,"If you have given up your militia, and Congress shall refuse to arm them, you have lost every thing. Your existence will be precarious, because you depend on others, whose interests are not affected by your infelicity."
19366,"The officers of Congress, may come upon you now, fortified with all the terrors of paramount federal authority. Excisemen taxmen may come in multitudes; for the limitation of their numbers no man knows. They may, unless the general government be restrained ... go into your cellars and rooms, and search, ransack, and measure, everything you eat, drink, and wear."
19367,The people have a right to keep and bear arms.
19368,"Bad men cannot make good citizens. A vitiated state of morals, a corrupted public conscience are incompatible with freedom."
19369,I shall act as I think my duty requires.
19370,"Are we at last brought to such an humiliating and debasing degradation, that we cannot be trusted with arms for our defense?"
19371,
19372,Everything in your life can change except ONE: your passion
19373,"God's decisions are always mysterious, but they are always in our favour."
19374,Leave your comfortable life and go in search of your kingdom.
19375,Certain things are so important that they need to be discovered  alone.
19376,"Try to live with the same intensity as a child. He doesn't ask for explanations; he dives into each day as if it were a new adventure and, at night, sleeps tired and happy."
19377,"If you are honest, people may cheat you. Be honest anyway."
19378,"But in the end all religions point to the same light. In between the light and us, sometimes there are too many rules. The light is here and there are no rules to follow this light."
19379,"In order to have faith in his own path, he does not need to prove that someone else's path is wrong."
19380,A life without a cause is a life without effect.
19381,"Our life is a constant journey, from birth to death. The landscape changes, the people change, our needs change, but the train keeps moving. Life is the train, not the station."
19382,
19383,You are not defeated when you lose. You are defeated when you quit.
19384,"We must struggle for our dreams, but when certain paths prove impossible, it would be best to save our energies in order to travel other roads."
19385,"May love fill your heart, compassion guide your mind, faith rule your soul."
19386,Never save the best for later. You don't know what tomorrow holds.
19387,You have two choices: to control your mind or to let your mind control you.
19388,Don't forget: Beautiful sunsets need cloudy Skies.
19389,There is only one thing that makes a dream impossible to achieve: the fear of failure.
19390,"When you really want something to happen, the whole universe conspires so that your wish comes true."
19391,"If you don't care about what people think, you already passed the first step of success."
19392,Impossible is just an opinion.
19393,"Certainly. But take this into consideration: of every ten problems we have, nine are created by our own selves - through guilt, self-punishment, self-pity. However, from time to time a great obstacle appears in our path, which was put there by God, and which is there for a reason. The reason is: to give us the opportunity to change everything, to move forwards."
19394,"Love is an act of faith, not an exchange"
19395,"Of all the ways we have found to hurt ourselves, the worse has been through love. We are always suffering because of someone who doesn't love us, or someone who has left us, or someone who won't leave us. If we are alone, it is because no one wants us."
19396,
19397,Many people lose the small joys in the hope for the big happiness.
19398,To find joy in work is to discover the fountain of youth.
19399,"Love cannot be forced, love cannot be coaxed and teased. It comes out of heaven, unasked and unsought."
19400,Exclusion is always dangerous. Inclusion is the only safety if we are to have a peaceful world.
19401,"You cannot make yourself feel something you do not feel, but you can make yourself do right in spite of your feelings."
19402,
19403,"When good people in any country cease their vigilance and struggle, then evil men prevail."
19404,Inside myself is a place where I live all alone and that is where I renew my springs that never dry up.
19405,The secret of joy in work is contained in one word - excellence. To know how to do something well is to enjoy it.
19406,"Only the brave should teach....Teaching is a vocation. It is as sacred as priesthood; as innate a desire, as inescapable as the genius which compels a great artist. If he has not the concern for humanity, the love of living creatures, the vision of the priest and the artist, he must not teach."
19407,"All things are possible until they are proved impossible - and even the impossible may only be so, as of now."
19408,"The truly creative mind in any field is no more than this: A human creature born abnormally, inhumanly sensitive. To him... a touch is a blow, a sound is a noise, a misfortune is a tragedy, a joy is an ecstasy, a friend is a lover, a lover is a god, and failure is death."
19409,"If you want to understand today, you have to search yesterday."
19410,Life is the wonder with which we are all infused.
19411,"To serve is beautiful, but only if it is done with joy and a whole heart and a free mind."
19412,"There is an alchemy in sorrow. It can be transmuted into wisdom, which, if it does not bring joy, can yet bring happiness."
19413,To know how to do something well is to enjoy it.
19414,"The boundary between civilization and barbarism is difficult to draw: put one ring in your nose and you are a savage, put two rings in your ears and you are civilized."
19415,Some of the biggest failures I ever had were successes.
19416,"Integrity is honesty carried through the fibres of the being and the whole mind, into thought as well as action so that the person is complete in honesty. That kind of integrity I put above all else as an essential to leadership."
19417,You can judge your age by the amount of pain you feel when you come in contact with a new idea.
19418,"I do not believe in a child world. It is a fantasy world. I believe the child should be taught from the very first that the whole world is his world, that adult and child share one world, that all generations are needed."
19419,It is good to know our universe. What is new is only new to us.
19420,A foreigner is a friend I have yet to meet.
19421,
19422,"Success isn't determined by how many times you win, but by how you play the week after you lose."
19423,"Football is the only sport where you put people together, it doesn't matter if you are rich, or poor, or black, or white. It is one nation. This is the beauty of football."
19424,"The more difficult the victory, the greater the happiness in winning."
19425,There is always someone out there getting better than you by training harder than you.
19426,"Great teams are not made up of many well-rounded players. Great teams are made up of a variety of players, each having their own strengths."
19427,A team is not made up of isolated individuals. Always stay in the game. Don't be passive. Football is a team game. No one plays alone. Success depends on your whole team being a single unit.
19428,
19429,"A lot of people, when a guy scores a lot of goals, think, 'He's a great player', because a goal is very important, but a great player is a player who can do everything on the field. He can do assists, encourage his colleagues, give them confidence to go forward. It is someone who, when a team does not do well, becomes one of the leaders."
19430,The head talks to the heart and the heart talks to the feet.
19431,"I love people. I wanted to be with the people. I wanted to give something back what I get from football, because God gave everything to me."
19432,"I was born to play football, just like Beethoven was born to write music and Michelangelo was born to paint."
19433,No individual can win a game by himself.
19434,Love is more important than what we can take...Please say with me three times-Love! Love! Love!
19435,"If you don't give education to people, it is easy to manipulate them."
19436,"If I pass away one day, I am happy because I tried to do my best. My sport allowed me to do so much because it's the biggest sport in the world."
19437,Most important is be a good man.
19438,"Everything on earth is a game. A passing thing. We all end up dead. We all end up the same, don't we?"
19439,"Football is like a religion to me. I worship the ball, and I treat it like a god. Too many players think of a football as something to kick. They should be taught to caress it and to treat it like a precious gem."
19440,Enthusiasm is everything. It must be taut and vibrating like a guitar string.
19441,"I think the kids always they look forward to be always the big stars. Not only football, any profession. They want to be the best, singer, they want to be the best political, only the stars. But I think sometime the life give you opportunity, and long to be a big star, but you don't need to be a big star, you need to be beautiful, excellent man. Human being. This is the first."
19442,I want to do my best to make the people happy. I play with my heart for the sport.
19443,"Nelson Mandela was one of the most influential people in my life. He was my hero, my friend, and also a companion to me in our fight for the people and for world peace. Let us all continue his legacy with purpose and passion."
19444,When you control the ball you control the score
19445,"When you play against dirty players or very tough players, it's easy to escape because you know what they're going to do. But when the player is tough but intelligent, it's much more difficult."
19446,
19447,It's a transformative experience to simply pause instead of immediately filling up space.
19448,Loving kindness towards ourselves doesn't mean getting rid of anything. It means we can still be crazy after all these years. We can still be angry after all these years. We can still be timid or jealous or full of feelings of unworthiness. The point is not to try to throw ourselves away and become something better. It's about befriending who we are already.
19449,Be kinder to yourself. And then let your kindness flood the world.
19450,You are the sky. Everything else - it’s just the weather.
19451,"The next time you lose heart and you can’t bear to experience what you’re feeling, you might recall this instruction: change the way you see it and lean in. Instead of blaming our discomfort on outer circumstances or on our own weakness, we can choose to stay present and awake to our experience, not rejecting it, not grasping it, not buying the stories that we relentlessly tell ourselves. This is priceless advice that addresses the true cause of suffering—yours, mine, and that of all living beings."
19452,Let your curiosity be greater than your fear.
19453,"Not causing harm requires staying awake. Part of being awake is slowing down enough to notice what we say and do. The more we witness our emotional chain reactions and understand how they work, the easier it is to refrain. It becomes a way of life to stay awake, slow down, and notice."
19454,"I can't overestimate the importance of accepting ourselves exactly as we are right now, not as we wish we were or think we ought to be."
19455,All you need to know is that the future is wide open and you are about to create it by what you do.
19456,"Times are difficult globally; awakening is no longer a luxury or an ideal. It’s becoming critical. We don’t need to add more depression, more discouragement, or more anger to what’s already here. It’s becoming essential that we learn how to relate sanely with difficult times. The earth seems to be beseeching us to connect with joy and discover our innermost essence. This is the best way that we can benefit others."
19457,It isn't what happens to us that causes us to suffer; it's what we say to ourselves about what happens.
19458,One of the deepest habitual patterns that we have is to feel that now is not enough.
19459,"Each time you stay present with fear and uncertainty, you're letting go of a habitual way of finding security and comfort."
19460,"Difficult things provoke all your irritations and bring your habitual patterns to the surface.  And that becomes the moment of truth.  You have the choice to launch into your lousy habitual patterns, or to stay with the rawness and discomfort of the situation and let it transform you."
19461,"What you do for yourself, any gesture of kindness, any gesture of gentleness, any gesture of honesty and clear seeing toward yourself, will affect how you experience your world. In fact, it will transform how you experience the world. What you do for yourself, you’re doing for others, and what you do for others, you’re doing for yourself."
19462,"Deep down in the human spirit, there is a reservoir of courage. It is always available, always waiting to be discovered."
19463,"This moving away from comfort and security, this stepping out into what is unknown, uncharted and shaky - that's called liberation."
19464,"You build inner strength through embracing the totality of your experience, both the delightful parts and the difficult parts."
19465,Feel the feelings and drop the story.
19466,Things falling apart is a kind of testing and also a kind of healing.
19467,"We work on ourselves in order to help others, but also we help others in order to work on ourselves."
19468,There's nothing more important on our spiritual path than developing gentleness to oneself.
19469,"Whatever happens in your life, joyful or painful, do not be swept away by reactivity. Be patient with yourself and don't lose your sense of perspective."
19470,"When we resist change, it’s called suffering. But when we can completely let go and not struggle against it, when we can embrace the groundlessness of our situation and relax into it’s dynamic quality, that’s called enlightenment"
19471,
19472,Songs are funny things. They can slip across borders. Proliferate in prisons. Penetrate hard shells. I always believed that the right song at the right moment could change history.
19473,It's a very important thing to learn to talk to people you disagree with.
19474,Do you know the difference between education and experience? Education is when you read the fine print; experience is what you get when you don't.
19475,"And when one person taps out a beat, while another leads into the melody, or when three people discover a harmony they never knew existed, or a crowd joins in on a chorus as though to raise the ceiling a few feet higher, then they also know there is hope for the world."
19476,I want to turn the clock back to when people lived in small villages and took care of each other.
19477,"My job, is to show folks there's a lot of good music in this world, and if used right it may help to save the planet."
19478,Being generous of spirit is a wonderful way to live.
19479,Participation - that's what's gonna save the human race.
19480,The first step in solving a problem is admitting there is a problem to be solved.
19481,"I feel most spiritual when I'm out in the woods. I feel part of nature. Or looking up at the stars. [I used to say] I was an atheist. Now I say, it's all according to your definition of God. According to my definition of God, I'm not an atheist. Because I think God is everything. Whenever I open my eyes I'm looking at God."
19482,"I tell kids, don't trust the media. The media with their emphasis on fame is helping to destroy this country, helping destroy the human race. It's the plug-in drug."
19483,"If there's a world here in a hundred years, it's going to be saved by tens of millions of little things.  The powers-that-be can break up any big thing they want.  They can corrupt it or co-opt it from the inside, or they can attack it from the outside.  But what are they going to do about 10 million little things?  They break up two of them, and three more like them spring up!"
19484,"Shh. Listen to the sounds that surround you. Notice the pitches, the volume, the timbre, the many lines of counterpoint. As light taught Monet to paint, the earth may be teaching you music."
19485,"Every time I'm in the woods, i feel like I'm in church."
19486,The easiest way to avoid wrong notes is to never open your mouth and sing. What a mistake that would be.
19487,A productive mistake is: (1) made in the service of mission and vision; (2) acknowledged as a mistake; (3) learned from; (4) considered valuable; (5) shared for the benefit of all.
19488,"This world is so full of hypocrisy, the only way you can be honest is to be a hermit."
19489,"I'm not sure if my involvement in causes, benefits, marches, and demonstrations has made a huge difference, but I know one thing: that involvement has connected me with the good people: people with the live hearts, the live eyes, the live heads."
19490,"I still call myself a communist, because communism is no more what Russia made of it than Christianity is what the churches make of it."
19491,"And there's a wonderful parable in the New Testament: The sower scatters seeds. Some seeds fall in the pathway and get stamped on, and they don't grow. Some fall on the rocks, and they don't grow. But some seeds fall on fallow ground, and they grow and multiply a thousandfold. Who knows where some good little thing that you've done may bring results years later that you never dreamed of?"
19492,"The American Indians were Communists. They were. Every anthropologist will tell you they were Communists. No rich, no poor. If somebody needed something the community chipped in."
19493,"Long live teachers of children, because they can show children how they can save the world."
19494,"According to my definition of God, I'm not an atheist. Because I think God is everything. Whenever I open my eyes I'm looking at God. Whenever I'm listening to something I'm listening to God."
19495,I think folk music helps reinforce your sense of history. An old song makes you think of times gone by.
19496,
19497,Management is doing things right; leadership is doing the right things.
19498,"If you want something new, you have to stop doing something old"
19499,
19500,
19501,"If you can't measure it, you can't change it."
19502,What gets measured gets managed.
19503,"The relevant question is not simply what shall we do tomorrow, but rather what shall we do today in order to get ready for tomorrow."
19504,
19505,The most important thing in communication is hearing what isn't said.
19506,"Cultivate a deep understanding of yourself - not only what your strengths and weaknesses are but also how you learn, how you work with others, what your values are, and where you can make the greatest contribution. Because only when you operate from strengths can you achieve true excellence."
19507,The only skill that will be important in the 21st century is the skill of learning new skills.Everythi ng else will become obsolete over time.
19508,There is nothing worse than doing the wrong thing well.
19509,"The leaders who work most effectively, it seems to me, never say ""I."" And that's not because they have trained themselves not to say ""I."" They don't think ""I."" They think ""we""; they think ""team."" They understand their job to be to make the team function. They accept responsibility and don't sidestep it, but ""we"" gets the credit. This is what creates trust, what enables you to get the task done."
19510,Doing the right thing is more important than doing the thing right.
19511,Most leaders don't need to learn what to do. They need to learn what to stop.
19512,The most common source of mistakes in management decisions is the emphasis on finding the right answer rather than the right question.
19513,The key to greatness is to look for people's potential and spend time developing it.
19514,A man should never be appointed into a managerial position if his vision focuses on people's weaknesses rather than on their strengths.
19515,
19516,Don't solve problems. Pursue opportunities.
19517,"Of all the decisions an executive makes, none is as important as the decisions about people, because they determine the performance capacity of the organization."
19518,"Successful careers are not planned. They develop when people are prepared for opportunities because they know their strengths, their method of work, and their values. Knowing where one belongs can transform an ordinary person - hardworking and competent but otherwise mediocre - into an outstanding performer."
19519,"One cannot buy, rent or hire more time. The supply of time is totally inelastic. No matter how high the demand, the supply will not go up. There is no price for it. Time is totally perishable and cannot be stored. Yesterday's time is gone forever, and will never come back. Time is always in short supply. There is no substitute for time. Everything requires time. All work takes place in, and uses up time. Yet most people take for granted this unique, irreplaceable and necessary resource."
19520,The only real difference between one organization and another is the performance of its people.
19521,
19522,
19523,"The choice before us is plain: Christ or chaos, conviction or compromise, discipline or disintegration. I am rather tired of hearing about our rights and privileges as Americans. The time is come - it is now - when we ought to hear about the duties and responsibilities of our citizenship. America's future depends upon her accepting and demonstrating God's government."
19524,Small deeds done are better than great deeds planned.
19525,"Lord, where we are wrong, make us willing to change; where we are right, make us easy to live with."
19526,"You are leaving port under sealed orders and in a troubled period. You cannot know whither you are going or what you are to do. But why not take the Pilot on board who knows the nature of your sealed orders from the outset, and who will shape your entire voyage accordingly? He knows the shoals and the sand banks, the rocks and the reefs, He will steer you safely into that celestial harbor where your anchor will be cast for eternity. Let His almighty nail-pierced hands hold the wheel, and you will be safe."
19527,A different world cannot be built by indifferent people.
19528,"God will not permit any troubles to come upon us, unless He has a specific plan by which great blessing can come out of the difficulty."
19529,"Unless we stand for something, we shall fall for anything."
19530,"In the name of Jesus Christ, who was never in a hurry, we pray, O God, that You will slow us down, for we know that we live too fast. With all of eternity before us, make us take time to live---time to get acquainted with You, time to enjoy Your blessings, and time to know each other."
19531,Most of us know perfectly well what we ought to do; our trouble is that we do not want to do it.
19532,"No tabloid will ever print the startling news that the mummified body of Jesus of Nazareth has been discovered in old Jerusalem. Christians have no carefully embalmed body enclosed in a glass case to worship. Thank God, we have an empty tomb. The glorious fact that the empty tomb proclaims to us is that life for us does not stop when death comes. Death is not a wall, but a door."
19533,"Let us not fool ourselves - without Christianity, without Christian education, without the principles of Christ inculcated into young life, we are simply rearing pagans."
19534,"The use of the right word, the exact word, is the difference between a pencil with a sharp point and a thick crayon."
19535,"If God does not enter your kitchen, there is something wrong with your kitchen. If you can't take God into your recreation, there is something wrong with your play. We all believe in the God of the heroic. What we need most these days is the God of the humdrum, the commonplace, the everyday."
19536,"Above all, we should question the consumer ethic, which uses up non-renewable resources, creates inequality and injustice, generates pollution, destroys other species and upsets the balance of nature. The consumer ethic not only defiles the environment by creating undesirable change in the biosphere but also corrupts the mind and body by defining pleasure in terms of ownership and absorption. Waste itself is a human concept; everything in nature is eventually used. If human beings carry on in their present ways, they will one day be recycled along with the dinosaurs."
19537,It is better to fail in a cause that will ultimately succeed than to succeed in a cause that will ultimately fail.
19538,"God hasn't given up on you. He can still do great things for you, in you, and through you. God is ready and waiting and able. What about you, and me?"
19539,The proof of how real Jesus knew hell to be is that He came to earth to save us from it.
19540,"We pray Thee, O Christ, to keep us under the spell of immortality. My we never again think and act as if Thou were dead. Let us more and more come to know Thee as a living Lord who hath promised to them that believe: ""Because I live, ye shall live also."" Help us to remember that we are praying to the Conqueror of Death, that we may no longer be afraid nor dismayed by the world's problems and threats, since Thou hast overcome the world. In Thy strong name, we ask for Thy living presence and Thy victorious power. Amen."
19541,"The modern challenge to motherhood is the eternal challenge--that of being a godly woman. The very phrase sounds strange in our ears. We never hear it now. We hear about every other type of women: beautiful women, smart women, sophisticated women, career women, talented women, divorced women. But so seldom to we hear of a godly woman--or of a godly man either, for that matter. I believe women come nearer to fulfilling their God-given function in the home than anywhere else."
19542,The resurrection never becomes a fact of experience until the risen Lord lives in the heart of the believer.
19543,Give according to your income lest God make your income according to your giving.
19544,Enthusiasm is not contrary to reason; it is reason - on fire.
19545,"Teach us, O Lord, the disciplines of patience, for to wait is often harder than to work."
19546,
19547,"Two of the central ingredients to our family are food and faith, so sitting down together and thanking God for the food He's provided means everything to us. Prayer is a natural part of our lives - not only around the dinner table but all day long."
19548,"My mission today is to go forth and tell people about why I follow Christ and also what the bible teaches, and part of that teaching is that women and men are meant to be together."
19549,"Our founding fathers started this country and built it on God and His Word, and this country sure would be a better place to live and raise our children if we still followed their ideals and beliefs."
19550,"If you can find a nice pretty country girl that can cook and carries her bible, now there's a woman."
19551,"Whether you're talking about bees, dogs, or women, pain can come upon you quickly from either one of em."
19552,Women are a lot like ducks-they don’t like mud on their butts.
19553,Jesus Christ was the most perfect being to ever walk this planet and he was persecuted and nailed to the cross … so please don’t be surprised when we get a little static.
19554,"I myself am a product of the 60s; I centered my life around sex, drugs and rock and roll until I hit rock bottom and accepted Jesus as my Savior. My mission today is to go forth and tell people about why I follow Christ and also what the Bible teaches, and part of that teaching is that women and men are meant to be together. However, I would never treat anyone with disrespect just because they are different from me. We are all created by the Almighty and like Him, I love all of humanity. We would all be better off if we loved God and loved each other."
19555,I guess the GOP may be more desperate than I thought to call somebody like me.
19556,"If you provide the drive, dream, and vision, with God’s help, you can accomplish anything."
19557,Women with whiskers... its a bummer.
19558,Better a days catch of fish than a lifetime of crabs.
19559,"A real man don't call the plumbers. If he gonna call himself a man, he needs to know how to fix it, on the spot"
19560,"I love all men and women. I am a lover of humanity, not a hater. … I have been immoral, drunk, high. I ran with the wicked people for 28 years and I have run with the Jesus people since and the contrast is astounding."
19561,"We never, ever judge someone on who's going to heaven, hell. That's the Almighty's job."
19562,"Everything is blurred on what's right and what's wrong ... Sin becomes fine. Start with homosexual behavior and just morph out from there. Bestiality, sleeping around with this woman and that woman and that woman and those men. Don't be deceived. Neither the adulterers, the idolaters, the male prostitutes, the homosexual offenders, the greedy, the drunkards, the slanderers, the swindlers - they won't inherit the kingdom of God."
19563,"Where there is no Jesus, evil always reigns."
19564,"If we lose our morality, we will lose our country. It will happen."
19565,"My prayer was always: 'Lord, if You bless me, I'll thank You: but if You don't, I'll be thankful for what I have. I have plenty. I'm in good shape.'"
19566,Crawfish have ding dongs and vaginas.
19567,"I never, with my eyes, saw the mistreatment of any black person. Not once. Where we lived was all farmers. The blacks worked for the farmers. I hoed cotton with them. I'm with the blacks, because we're white trash. We're going across the field.... They're singing and happy. I never heard one of them, one black person, say, I tell you what: These doggone white people - not a word!... Pre-entitlement, pre-welfare, you say: Were they happy? They were godly; they were happy; no one was singing the blues."
19568,"If men were in charge of carrying and birthing our babies, we'd have a lot fewer people on Earth, because we'd only do it once- I can promise you that!"
19569,"Actually, most people don't think I have too much sense because I would rather be fairly intelligent and act dumb instead of not having any sense at all and try to act smart."
19570,"Why do they murder and why do they hate us? Because all of them ... 80 years of history, they all want to conquer the world, they all rejected Jesus and they're all famous for murder. Nazis, Shintoists, Communists and the Mohammedists. Every one of them the same way."
19571,
19572,No one is more hated than he who speaks the truth.
19573,"Reality is created by the mind, we can change our reality by changing our mind."
19574,A wise man speaks because he has something to say; a fool because he has to say something.
19575,The right question is usually more important than the right answer.
19576,"Be kind. Every person you meet 
 is fighting a difficult battle."
19577,We understand why children are afraid of darkness ... but why are men afraid of light?
19578,"Someday, in the distant future, our grand-children' s grand-children will develop a new equivalent of our classrooms. They will spend many hours in front of boxes with fires glowing within. May they have the wisdom to know the difference between light and knowledge."
19579,The one who learns and learns and doesn't practice is like the one who plows and plows and never plants.
19580,"Don't force your children into your ways, for they were created for a time different from your own."
19581,Do not expect justice where might is right.
19582,"Better to complete a small task well, than to do much imperfectly."
19583,The first and the best victory is to conquer self.
19584,"Good people do not need laws to tell them to act responsibly, while bad people will find a way around the laws."
19585,Ignorance is the root cause of all difficulties.
19586,"I am the wisest man alive, for I know one thing, and that is that I know nothing."
19587,"There is nothing so delightful as the hearing, or the speaking of truth. For this reason, there is no conversation so agreeable as that of the man of integrity, who hears without any intention to betray, and speaks without any intention to deceive."
19588,"If one has made a mistake, and fails to correct it, one has made a greater mistake."
19589,Those who are able to see beyond the shadows and lies of their culture will never be understood let alone believed by the masses.
19590,To begin is the most important part of any quest and by far the most courageous.
19591,"Never discourage anyone who continually makes progress, no matter how slow... even if that someone is yourself!"
19592,A true artist is someone who gives birth to a new reality.
19593,"Follow your dream as long as you live, do not lessen the time of following desire, for wasting time is an abomination of the spirit."
19594,
19595,Pleasure is the greatest incentive to evil.
19596,
19597,"The abuse of buying and selling votes crept in and
money began to play an important part in determining
elections. Later on, this process of corruption spread to
the law courts. And then to the army, and finally the
Republic was subjected to the rule of emperors"
19598,
19599,I don't need a friend who changes when I change and who nods when I nod; my shadow does that much better.
19600,To please the many is to displease the wise.
19601,Barba non facit philosophum
19602,"Know how to listen, and you will profit even from those who talk badly."
19603,"Instead of using medicine, better fast today."
19604,What we achieve inwardly will change outer reality.
19605,Proper listening is the foundation of proper living.
19606,The measure of a man is the way he bears up under misfortune.
19607,The worship most acceptable to God comes from a thankful and cheerful heart.
19608,"The real destroyer of the liberties of the people is he who spreads among them bounties, donations and benefits."
19609,"There are two sentences inscribed upon the Ancient oracle... ""Know thyself"" and ""Nothing too much""; and upon these all other precepts depend."
19610,To fail to do good is as bad as doing harm.
19611,Reason speaks and feeling bites
19612,Time is the wisest of all counselors.
19613,"If you hate your enemies, you will contract such a vicious habit of mind that it will break out upon those who are your friends, or those who are indifferent to you."
19614,"Our senses through ignorance of Reality, falsely tell us that what appears to be, is. FEAR = False Evidence Appearing Real"
19615,Knavery is the best defense against a knave.
19616,To make no mistakes is not in the power of man; but from their errors and mistakes the wise and good learn wisdom for the future.
19617,To find fault is easy; to do better may be difficult.
19618,The whole life of man is but a point of time; let us enjoy it.
19619,"For the wise man, every day is a festival."
19620,No beast is more savage than man when possessed with power answerable to his rage.
19621,
19622,"God seeks us where we are, not so that we stay there, but so that we may come to be where He is, so that we may get beyond ourselves."
19623,"The world promises you comfort, but you were not made for comfort. You were made for greatness."
19624,"Dear friends, may no adversity paralyze you. Be afraid neither of the world, nor of the future, nor of your weakness. The Lord has allowed you to live in this moment of history so that, by your faith, his name will continue to resound throughout the world."
19625,"Holiness does not consist in not making mistakes or never sinning. Holiness grows with capacity for conversion, repentance, willingness to begin again, and above all with the capacity for reconciliation and forgiveness."
19626,"Love is not greedy or self-seeking, but pure, faithful and genuinely free, open to others, respectful of their dignity, seeking their good, radiating joy and beauty."
19627,"This world in which we live needs beauty in order not to sink into despair. Beauty, like truth, brings joy to the human heart, and is that precious fruit which resists the erosion of time, which unites generations and enables them to be one in admiration. And all this through the work of your hands . . . Remember that you are the custodians of beauty in the world."
19628,Anyone who has discovered Christ must lead others to him. A great joy cannot be kept to oneself. It has to be passed on.
19629,"Because the truth of God is love, conversion to God is conversion to love."
19630,"Make sure that every person, of whatever background, can find in you a welcoming heart."
19631,"Hope is practiced through the virtue of patience, which continues to do good even in the face of apparent failure, and through the virtue of humility, which accepts God's mystery and trusts him even at times of darkness."
19632,"Without the Eucharist, the Church simply does not exist."
19633,"Love alone makes us happy, because we live in relation, and we live to love and to be loved."
19634,"If you follow the will of God, you know that in spite of all the terrible things that happen to you, you will never lose a final refuge. You know that the foundation of the world is love, so that even when no human being can or will help you, you may go on, trusting in the One that loves you."
19635,Everything in this world will pass away. In eternity only Love will remain.
19636,Truth is not determined by a majority vote.
19637,"We live in a society in which it seems that every space, every moment must be 'filled' with initiatives, activity, sound; often there is not even time to listen and dialogue... Let us not be afraid to be silent outside and inside ourselves, so that we are able not only to perceive God's voice, but also the voice of the person next to us, the voices of others."
19638,"Believing is nothing other than, in the darkness of the world, touching the hand of God, and in this way, in silence, hearing the Word, seeing love."
19639,"The cross reminds us that there is no true love without suffering, there is no gift of life without pain."
19640,Do not be afraid of Christ. He takes nothing away and he gives you everything.
19641,"The essence of Christianity...is an ever-new encounter with... the God who speaks to us, who approaches us and who befriends us!"
19642,"We can fall, but in the end we fall into God's hands, and God's hands are good hands."
19643,"God is always faithful to His promises, but He often surprises us in the way He fulfills them."
19644,Many people perceive Christianity as something institutional - rather than as an encounter with Christ - which explains why they don't see it as a source of joy.
19645,"The fundamental human right, the presupposition of every other right, is the right to life itself. This is true of life from the moment of conception until its natural end. Abortion, consequently, cannot be a human right – it is the very opposite. It is “a deep wound in society”."
19646,
19647,"Having faith does not mean having no difficulties, but having the strength to face them, knowing we are not alone."
19648,"The world tells us to seek success, power and money; God tells us to seek humility, service and love."
19649,You pray for the hungry. Then you feed them. That's how prayer works.
19650,To change the world we must be good to those who cannot repay us.
19651,"Holiness doesn't mean doing extraordinary things, but doing ordinary things with love and faith."
19652,"Let us learn to live with kindness, to love everyone, even when they do not love us."
19653,"The perfect family doesn't exist, nor is there a perfect husband or a perfect wife, and let's not talk about the perfect mother-in-law! It's just us sinners. A healthy family life requires frequent use of three phrases: ""May I? Thank you, and I'm sorry"" and ""never, never, never end the day without making peace."""
19654,"The Eucharist, although it is the fullness of sacramental life, is not a prize for the perfect but a powerful medicine and nourishment for the weak."
19655,"We ask the risen Jesus, who turns death into life, to change hatred into love, vengeance into forgiveness, war into peace. Yes, Christ is our peace, and through him to implore peace for all the world."
19656,"Let the Church always be a place of mercy and hope, where everyone is welcomed, loved and forgiven."
19657,All it takes is one good person to restore hope.
19658,"Each one of us is called to be an artisan of peace, by uniting and not dividing, by extinguishing hatred and not holding on to it, by opening paths to dialogue and not by constructing new walls!"
19659,"Lent comes providentially to reawaken us, to shake us from our lethargy."
19660,"Dear young people, do not bury your talents, the gifts that God has given you! Do not be afraid to dream of great things!"
19661,"Today too, amid so much darkness, we need to see the light of hope and to be men and women who bring hope to others. To protect creation, to protect every man and every woman, to look upon them with tenderness and love, is to open up a horizon of hope; it is to let a shaft of light break through the heavy clouds; it is to bring the warmth of hope!"
